Token,Emotions,EmotionCount
weiß,"admiration, anger, caring, confusion, curiosity, disappointment, fear, joy, love, neutral, optimism, realization, surprise",13
rot,"admiration, love, neutral, realization, sadness",5
schwarz,"neutral, sadness",2
wer,"admiration, anger, annoyance, approval, curiosity, disappointment, fear, love, neutral, optimism, realization, sadness, surprise",13
nie,"admiration, amusement, anger, annoyance, caring, confusion, disappointment, disapproval, disgust, embarrassment, fear, joy, love, neutral, realization, sadness, surprise",17
oben,"admiration, amusement, annoyance, curiosity, joy, neutral",6
jungen,"admiration, anger, approval, fear, joy, neutral, realization",7
hört,"neutral, sadness",2
sehnsucht,"admiration, amusement, fear, neutral",4
tiefe,"neutral, realization",2
meeres,"admiration, neutral, realization",3
schar,"fear, neutral",2
königlichen,"admiration, neutral",2
prächtigen,"admiration, neutral, sadness",3
feuerwerk,"joy, neutral",2
meeresschaum,"annoyance, neutral",2
land,"admiration, annoyance, desire, disapproval, joy, love, neutral, optimism, sadness",9
fröhlich,"admiration, curiosity, excitement, joy, neutral",5
schöne,"admiration, amusement, approval, disappointment, excitement, joy, love, neutral, sadness, surprise",10
kummervoll,"neutral, sadness",2
meerkönig,"disappointment, neutral",2
streng,"admiration, neutral",2
immer,"admiration, amusement, annoyance, approval, caring, curiosity, desire, disappointment, fear, joy, love, neutral, optimism, realization, sadness",15
dunkelhaarige,"admiration, love, neutral, realization",4
denken,"admiration, annoyance, neutral, realization",4
jahr,"admiration, joy, neutral",3
untergehenden,"admiration, neutral",2
gekommen,"curiosity, fear, neutral, sadness",4
läuft,"admiration, amusement, approval, love, neutral",5
meerhexe,"fear, neutral",2
menschliche,"disgust, neutral",2
erhalten,"admiration, curiosity, disappointment, excitement, love, nervousness, neutral, optimism",8
lied,"admiration, curiosity, excitement, joy, neutral, realization, sadness",7
herz,"admiration, amusement, approval, caring, curiosity, desire, embarrassment, fear, gratitude, joy, love, neutral, optimism, realization, sadness, surprise",16
brechen,"neutral, sadness",2
natur,"admiration, annoyance, neutral",3
vielen,"admiration, caring, love, neutral",4
garten,"admiration, amusement, fear, joy, neutral",5
einsam,"fear, neutral",2
menschengestalt,"disappointment, neutral",2
reisen,"approval, disappointment, neutral",3
schweigen,"anger, annoyance, love, neutral",4
schiffe,"admiration, neutral, surprise",3
laufen,"love, neutral",2
blutigen,"joy, neutral",2
füße,"admiration, anger, embarrassment, nervousness, neutral, sadness",6
scheint,"admiration, desire, disappointment, neutral",4
erkennen,"admiration, disgust, fear, joy, neutral, realization",6
meermädchen,"admiration, annoyance, neutral",3
messer,"admiration, amusement, curiosity, fear, joy, neutral, sadness",7
drängt,"desire, fear, neutral",3
neigt,"admiration, neutral",2
schrei,"admiration, annoyance, fear, neutral, sadness",5
erwachen,"desire, neutral, realization",3
braut,"admiration, annoyance, neutral, sadness",4
darüber,"admiration, neutral, realization",3
gesang,"admiration, amusement, disgust, excitement, gratitude, love, neutral",7
evan,"admiration, embarrassment, love, neutral, sadness",5
verloren,"admiration, confusion, disappointment, neutral, realization, sadness",6
daher,"approval, caring, desire, joy, love, neutral",6
baum,"admiration, annoyance, curiosity, joy, neutral, realization",6
rettet,"caring, neutral",2
bart,"admiration, desire, neutral",3
gefällt,"admiration, approval, love, neutral",4
maria,"anger, joy, love, neutral, sadness, surprise",6
königs,"admiration, amusement, annoyance, disappointment, neutral, realization",6
rücken,"admiration, annoyance, joy, love, neutral",5
endlich,"amusement, caring, desire, fear, joy, neutral, optimism, realization, sadness",9
gilt,"admiration, annoyance, love, neutral",4
alter,"admiration, curiosity, neutral, realization, sadness",5
räte,"admiration, neutral",2
seite,"admiration, disappointment, fear, love, neutral, sadness",6
mechanische,"joy, love, neutral",3
nachtigall,"admiration, joy, love, neutral",4
gewand,"neutral, realization",2
krönung,"joy, neutral",2
stoff,"admiration, neutral",2
amtes,"admiration, neutral",2
geben,"admiration, amusement, anger, approval, curiosity, desire, disapproval, embarrassment, neutral, realization, sadness",11
unsichtbaren,"admiration, neutral",2
schließlich,"admiration, anger, neutral, realization, sadness",5
schneidern,"approval, neutral",2
unterwäsche,"amusement, joy, neutral",3
obwohl,"approval, joy, love, neutral",4
eigentlich,"curiosity, neutral",2
sagen,"admiration, amusement, annoyance, approval, curiosity, fear, gratitude, joy, love, neutral, realization, sadness",12
anstellung,"curiosity, nervousness, neutral",3
ruft,"anger, neutral",2
fast,"admiration, amusement, fear, love, neutral, sadness, surprise",7
nackt,"amusement, annoyance, neutral",3
fassen,"disappointment, neutral",2
gelingt,"disappointment, neutral",2
vollkommen,"neutral, realization",2
gemeinsam,"approval, disappointment, neutral",3
glas,"admiration, annoyance, approval, caring, confusion, desire, disapproval, fear, neutral, sadness",10
rose,"admiration, annoyance, confusion, joy, neutral, optimism, realization",7
krank,"neutral, sadness",2
künstliche,"admiration, curiosity, love, neutral",4
ertragen,"admiration, love, neutral",3
stets,"love, neutral, realization",3
wald,"admiration, curiosity, fear, gratitude, grief, neutral, realization, sadness",8
fliegt,"admiration, disapproval, neutral",3
gesund,"caring, joy, neutral",3
erinnert,"admiration, love, neutral, realization",4
frühere,"amusement, love, neutral",3
flieht,"amusement, fear, neutral",3
wünschen,"curiosity, disappointment, neutral",3
trennen,"love, neutral",2
mögen,"love, neutral",2
wilden,"gratitude, love, neutral",3
schwäne,"admiration, anger, annoyance, caring, joy, neutral, sadness",7
elisa,"admiration, anger, annoyance, approval, confusion, curiosity, disappointment, fear, joy, love, neutral, realization, sadness",13
sechs,"admiration, neutral",2
brüdern,"admiration, gratitude, neutral, sadness",4
hielt,"admiration, amusement, annoyance, approval, disappointment, joy, neutral",7
hexentochter,"admiration, anger, neutral",3
brüder,"amusement, approval, caring, desire, fear, neutral, realization, sadness",8
däumelinchen,"admiration, annoyance, caring, disapproval, disgust, joy, love, neutral, sadness",9
kind,"admiration, annoyance, caring, curiosity, disappointment, gratitude, joy, love, neutral, sadness",10
kröte,"admiration, amusement, disapproval, disgust, neutral, realization, remorse",7
entführt,"anger, neutral",2
freunde,"admiration, annoyance, love, neutral",4
maikäfer,"annoyance, love, neutral",3
lustig,"amusement, joy, love, neutral",4
winter,"approval, curiosity, fear, gratitude, love, neutral, realization",7
unterschlupf,"admiration, neutral",2
feldmaus,"admiration, approval, neutral, sadness",4
helfen,"admiration, approval, caring, disappointment, disapproval, gratitude, love, neutral, optimism",9
geschichten,"admiration, amusement, approval, love, neutral",5
besuch,"excitement, neutral, sadness",3
maulwurf,"admiration, annoyance, neutral, realization",4
freundin,"caring, neutral",2
schwalbe,"admiration, caring, desire, joy, neutral, sadness",6
blüte,"joy, neutral",2
elf,"anger, caring, curiosity, joy, neutral, realization, sadness",7
einzigen,"disapproval, neutral",2
verschollen,"neutral, surprise",2
verlassen,"annoyance, neutral, sadness",3
leute,"admiration, amusement, approval, fear, joy, love, neutral, sadness",8
spur,"annoyance, neutral",2
nehmen,"admiration, approval, neutral, optimism",4
erneut,"disappointment, fear, love, neutral, realization",5
böse,"admiration, amusement, annoyance, approval, caring, confusion, disappointment, disapproval, disgust, embarrassment, fear, neutral, sadness",13
stiefmutter,"annoyance, disgust, neutral, sadness",4
hemden,"neutral, realization, sadness",3
brennnesseln,"anger, neutral, realization",3
zauber,"excitement, love, neutral",3
gebrochen,"love, neutral, sadness",3
wiederum,"love, neutral",2
stumme,"admiration, love, neutral",3
kammer,"disapproval, neutral",2
pflanzen,"admiration, neutral",2
pflücken,"disgust, neutral",2
erzbischof,"annoyance, neutral",2
zeuge,"admiration, neutral",2
hexen,"anger, annoyance, neutral",3
frauen,"neutral, sadness",2
führt,"neutral, sadness",2
tod,"amusement, annoyance, neutral, realization, sadness",5
droht,"neutral, surprise",2
gefahren,"excitement, gratitude, neutral",3
wagen,"admiration, approval, desire, disgust, grief, neutral, pride, sadness",8
gelegt,"desire, neutral",2
fahrt,"amusement, excitement, neutral, surprise",4
hastig,"neutral, sadness",2
letzten,"desire, love, neutral, surprise",4
richtplatz,"anger, neutral",2
angekommen,"anger, joy, neutral",3
zehn,"disappointment, gratitude, neutral",3
bruder,"admiration, neutral, sadness",3
schwan,"admiration, disgust, neutral",3
fordert,"neutral, surprise",2
verneigen,"admiration, neutral",2
gehalten,"admiration, fear, neutral",3
galoschen,"admiration, amusement, caring, confusion, curiosity, desire, disappointment, excitement, joy, neutral",10
sorge,"fear, neutral",2
mensch,"admiration, amusement, annoyance, disapproval, joy, neutral, optimism, realization, sadness",9
ewigen,"fear, love, neutral, optimism, realization",5
taugen,"confusion, neutral",2
neuen,"annoyance, disappointment, neutral, realization",4
herr,"admiration, approval, curiosity, embarrassment, neutral, sadness",6
gesteckt,"curiosity, neutral",2
idee,"neutral, realization",2
junger,"admiration, love, neutral, surprise",4
leutnant,"neutral, surprise",2
ball,"approval, desire, joy, love, neutral, surprise",6
ganzes,"approval, neutral, sadness",3
vermögen,"curiosity, neutral, optimism",3
tun,"admiration, annoyance, confusion, neutral, optimism, realization",6
erschöpft,"neutral, realization",2
schlaf,"neutral, realization, sadness",3
denen,"admiration, approval, love, neutral, optimism",5
tote,"neutral, sadness",2
füßen,"admiration, caring, disgust, neutral, sadness",5
abgenommen,"desire, neutral",2
theater,"amusement, annoyance, neutral",3
gelangen,"desire, fear, neutral, optimism",4
oper,"annoyance, neutral",2
behandelt,"admiration, caring, neutral",3
ganz,"admiration, amusement, annoyance, approval, confusion, curiosity, disappointment, disapproval, excitement, fear, joy, love, nervousness, neutral, optimism, realization, sadness, surprise",18
ersten,"approval, caring, disappointment, joy, love, neutral, realization",7
reihe,"admiration, neutral",2
laut,"admiration, amusement, approval, fear, love, neutral, sadness",7
situation,"approval, neutral",2
mitten,"admiration, approval, desire, disapproval, fear, love, neutral, realization, sadness, surprise",10
gut,"admiration, amusement, approval, caring, confusion, curiosity, embarrassment, excitement, fear, joy, neutral, realization, sadness",13
gerät,"annoyance, embarrassment, neutral, realization, sadness, surprise",6
tiefer,"admiration, approval, neutral",3
lauter,"love, neutral",2
dampfbad,"fear, neutral",2
wundert,"neutral, surprise",2
eintrittskarte,"annoyance, neutral",2
verrückt,"amusement, annoyance, excitement, joy, neutral",5
irrenarzt,"annoyance, neutral",2
einfach,"confusion, love, neutral",3
zieht,"annoyance, love, neutral, surprise",4
vogel,"admiration, annoyance, approval, caring, curiosity, disgust, gratitude, neutral, realization, sadness",10
worte,"admiration, annoyance, approval, disappointment, neutral, realization",6
feen,"love, neutral",2
nähe,"neutral, remorse",2
glücks,"caring, confusion, curiosity, disappointment, excitement, joy, neutral",7
armen,"admiration, amusement, joy, love, neutral, realization, sadness",7
langem,"joy, neutral, realization",3
student,"desire, neutral",2
gern,"admiration, approval, curiosity, desire, fear, gratitude, joy, love, neutral, sadness",10
verwundert,"neutral, surprise",2
wesen,"joy, neutral, sadness",3
wohin,"curiosity, disappointment, embarrassment, neutral, realization",5
gewünscht,"desire, neutral",2
figuren,"admiration, amusement, neutral",3
kay,"admiration, curiosity, disapproval, excitement, gratitude, love, neutral, realization, sadness",9
kaiser,"admiration, amusement, annoyance, approval, curiosity, desire, disapproval, embarrassment, gratitude, joy, neutral, realization, surprise",13
kleider,"admiration, amusement, annoyance, curiosity, excitement, neutral, realization",7
schwefelhölzern,"admiration, annoyance, neutral",3
schlosses,"annoyance, joy, neutral, sadness",4
erwartet,"desire, neutral, optimism, remorse",4
reisekamerad,"admiration, fear, joy, neutral, sadness",5
beweisen,"approval, desire, love, neutral",4
fragen,"confusion, neutral",2
tiefste,"desire, neutral",2
schlafmittel,"desire, neutral",2
glücksfee,"excitement, neutral",2
verschwindet,"admiration, neutral",2
junge,"admiration, disappointment, fear, grief, joy, love, neutral, realization",8
bauer,"approval, desire, disgust, joy, neutral",5
springt,"excitement, neutral",2
cape,"disappointment, neutral",2
cod,"disappointment, neutral",2
hübsches,"admiration, curiosity, neutral",3
fischschwanz,"admiration, annoyance, neutral",3
schnell,"admiration, anger, annoyance, fear, love, neutral",6
fahren,"admiration, annoyance, neutral",3
kornbluth,"neutral, sadness",2
dabei,"approval, curiosity, disappointment, joy, neutral, realization, sadness, surprise",8
stürzt,"annoyance, neutral",2
bewusstlos,"neutral, sadness",2
blonde,"admiration, neutral",2
rettete,"caring, neutral",2
beine,"admiration, caring, disapproval, neutral",4
wiedersehen,"joy, neutral",2
deshalb,"admiration, excitement, fear, joy, neutral, realization",6
polizei,"approval, curiosity, neutral",3
sprache,"disappointment, neutral",2
name,"admiration, curiosity, neutral",3
auszusprechen,"caring, love, neutral",3
madison,"love, neutral",2
sagt,"admiration, approval, caring, embarrassment, excitement, gratitude, neutral",7
tage,"admiration, annoyance, disappointment, fear, love, neutral",6
bleiben,"admiration, approval, love, neutral",4
besessen,"admiration, neutral",2
hilft,"approval, neutral, sadness",3
langen,"admiration, anger, fear, joy, neutral, optimism, sadness",7
springen,"excitement, neutral",2
klar,"admiration, love, neutral, realization, surprise",5
erbse,"admiration, disappointment, joy, love, neutral",5
regen,"admiration, embarrassment, fear, neutral, sadness",5
blick,"admiration, curiosity, love, neutral, realization",5
gesucht,"neutral, sadness",2
öffnet,"admiration, neutral",2
lachen,"amusement, joy, neutral",3
mädchens,"love, neutral",2
kommenden,"fear, neutral",2
weckt,"curiosity, neutral",2
anmutig,"joy, neutral",2
schultern,"admiration, neutral",2
schweinehirten,"annoyance, neutral, realization",3
prächtiger,"admiration, neutral",2
anblick,"admiration, joy, neutral",3
pflegt,"caring, neutral",2
natürliche,"annoyance, neutral",2
verspottet,"disgust, neutral",2
schweinehirt,"admiration, anger, annoyance, curiosity, disappointment, excitement, gratitude, neutral, sadness, surprise",10
traurig,"admiration, neutral, sadness",3
spaß,"amusement, neutral",2
neuer,"admiration, joy, neutral",3
musik,"admiration, amusement, annoyance, disappointment, joy, love, neutral, surprise",8
lieblich,"admiration, neutral",2
küsse,"amusement, annoyance, excitement, gratitude, love, neutral, realization",7
topf,"admiration, curiosity, gratitude, neutral",4
schmutzigen,"disgust, neutral",2
zehnmal,"love, neutral",2
spielzeug,"neutral, sadness",2
melodie,"admiration, approval, neutral",3
oh,"admiration, curiosity, disgust, embarrassment, fear, joy, neutral, realization, surprise",9
augustin,"admiration, approval, desire, excitement, love, neutral",6
preis,"desire, neutral",2
hundert,"admiration, fear, neutral",3
gerne,"joy, love, neutral",3
verweist,"annoyance, neutral",2
echten,"admiration, neutral",2
weitem,"fear, neutral",2
berge,"curiosity, fear, joy, neutral",4
wälder,"admiration, neutral, sadness",3
tuch,"admiration, disgust, neutral",3
kleiner,"admiration, annoyance, approval, curiosity, embarrassment, fear, neutral, sadness",8
witz,"admiration, amusement, neutral, pride, realization",5
gehen,"admiration, amusement, desire, disgust, fear, gratitude, neutral, surprise",8
königstochter,"amusement, curiosity, neutral",3
tief,"admiration, curiosity, fear, neutral, realization, sadness",6
werben,"desire, neutral",2
dinge,"admiration, caring, excitement, joy, love, neutral",6
opfer,"caring, neutral",2
freude,"admiration, desire, joy, love, neutral, realization, surprise",7
verzichten,"excitement, love, neutral",3
schwarze,"admiration, love, neutral, sadness",4
schönheit,"admiration, embarrassment, love, neutral, realization",5
gefahr,"neutral, realization",2
stellen,"annoyance, fear, neutral",3
troll,"disgust, neutral, sadness",3
weite,"embarrassment, neutral",2
drehen,"admiration, amusement, neutral",3
tanz,"disappointment, joy, neutral, surprise",4
beantwortet,"admiration, neutral",2
hoffnung,"neutral, optimism, realization, sadness",4
erlösen,"confusion, love, neutral",3
liebste,"admiration, neutral",2
diesmal,"disappointment, love, neutral",3
kopf,"admiration, annoyance, caring, confusion, disgust, embarrassment, fear, joy, love, neutral, sadness, surprise",12
wissen,"approval, curiosity, disapproval, excitement, joy, neutral, realization, surprise",8
lebendige,"admiration, love, neutral",3
dritte,"amusement, fear, love, neutral",4
gedacht,"approval, curiosity, neutral, realization, surprise",5
gesteht,"love, neutral",2
wahrheit,"embarrassment, neutral, realization",3
feiern,"joy, neutral",2
preziöse,"anger, neutral",2
müde,"admiration, embarrassment, nervousness, neutral, sadness",5
ferne,"admiration, curiosity, neutral",3
maler,"admiration, neutral",2
gatten,"excitement, neutral",2
unglaublichste,"admiration, annoyance, confusion, neutral",4
kunst,"admiration, joy, love, neutral",4
schlossgarten,"admiration, neutral",2
darbietungen,"excitement, neutral",2
platz,"admiration, amusement, disgust, neutral",4
klingt,"annoyance, neutral",2
ganze,"admiration, anger, annoyance, approval, confusion, curiosity, disappointment, embarrassment, gratitude, joy, neutral, optimism, sadness",13
recht,"admiration, amusement, approval, caring, disappointment, disgust, fear, joy, love, neutral, realization, sadness",12
lauten,"fear, neutral, sadness",3
liegen,"admiration, neutral, pride",3
gras,"gratitude, neutral",2
tänzer,"admiration, neutral",2
hüpfen,"excitement, neutral",2
vorbei,"admiration, annoyance, curiosity, love, neutral, realization, sadness",7
poet,"admiration, annoyance, neutral",3
erster,"excitement, neutral",2
pantomime,"admiration, neutral",2
wahren,"approval, neutral",2
stirbt,"neutral, sadness",2
wohl,"admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disapproval, excitement, gratitude, joy, love, neutral, sadness",16
leidenschaft,"admiration, approval, neutral",3
zarte,"desire, love, neutral, realization",4
richtige,"approval, love, neutral, realization",4
müsste,"love, neutral",2
bemerken,"disappointment, neutral",2
matratzen,"admiration, neutral",2
eiderdaunendecken,"admiration, neutral",2
zuletzt,"annoyance, approval, disgust, fear, neutral",5
däumeline,"admiration, neutral",2
geschichte,"admiration, anger, annoyance, approval, desire, excitement, gratitude, neutral, realization",9
samenkorn,"admiration, neutral",2
genannt,"admiration, curiosity, neutral",3
größer,"admiration, annoyance, disappointment, fear, joy, love, neutral, sadness",8
daumen,"joy, neutral",2
kennen,"admiration, neutral",2
seerosenblatt,"fear, joy, neutral",3
fliehen,"disappointment, love, neutral",3
weiteren,"excitement, love, neutral",3
heimweg,"admiration, disappointment, neutral, surprise",4
erfahren,"amusement, approval, neutral, realization",4
eltern,"admiration, disappointment, joy, neutral, sadness",5
liebsten,"curiosity, joy, love, neutral",4
alten,"admiration, amusement, curiosity, desire, disappointment, excitement, joy, love, neutral",9
verfallen,"neutral, sadness",2
gestorben,"admiration, neutral, sadness",3
karl,"admiration, joy, neutral",3
käfer,"admiration, neutral",2
gewalt,"anger, neutral",2
freundlich,"admiration, joy, neutral",3
altar,"embarrassment, neutral",2
tal,"love, neutral",2
liebenden,"neutral, surprise",2
mann,"admiration, amusement, annoyance, approval, confusion, curiosity, disappointment, disapproval, fear, joy, love, neutral, pride, realization, sadness, surprise",16
flügel,"admiration, amusement, curiosity, embarrassment, fear, neutral, realization, sadness",8
kaisers,"admiration, neutral",2
lorenzo,"joy, neutral, realization",3
steuern,"annoyance, neutral",2
untertanen,"curiosity, neutral",2
großer,"admiration, fear, neutral, sadness",4
armut,"anger, neutral",2
plan,"annoyance, neutral",2
lehre,"gratitude, neutral, realization",3
erteilen,"love, neutral",2
major,"admiration, neutral",2
kehren,"joy, neutral, sadness",3
bitten,"desire, neutral",2
sprechen,"admiration, amusement, confusion, disappointment, disapproval, neutral, sadness",7
dürfen,"admiration, annoyance, neutral, sadness",4
stoffe,"admiration, annoyance, joy, neutral",4
weben,"admiration, neutral, realization",3
wartet,"love, neutral",2
weit,"admiration, amusement, annoyance, disappointment, excitement, fear, love, neutral, realization, sadness",10
natürlich,"admiration, approval, neutral",3
amt,"admiration, confusion, neutral",3
zugeben,"joy, neutral, realization, sadness",4
bestätigt,"annoyance, neutral",2
herum,"admiration, disappointment, fear, neutral",4
volk,"admiration, amusement, anger, joy, neutral, realization",6
entscheidung,"approval, neutral",2
dumm,"admiration, annoyance, approval, confusion, fear, neutral, realization",7
unfähig,"admiration, annoyance, neutral",3
hofstaat,"neutral, realization",2
gewändern,"amusement, approval, neutral",3
zeigen,"annoyance, approval, caring, embarrassment, neutral, optimism, realization",7
entschlossen,"neutral, realization",2
ende,"approval, disapproval, fear, love, neutral, realization",6
führen,"caring, joy, neutral",3
zuerst,"amusement, anger, approval, caring, neutral",5
jubeln,"admiration, neutral",2
seien,"admiration, neutral, sadness",3
kleines,"admiration, amusement, fear, gratitude, joy, love, neutral, sadness",8
klärt,"caring, neutral",2
ehrlich,"curiosity, neutral, sadness",3
zukunft,"disappointment, joy, neutral",3
hässliche,"admiration, disgust, neutral",3
entlein,"admiration, annoyance, curiosity, disgust, fear, joy, neutral, remorse, sadness",9
ente,"admiration, curiosity, disappointment, disgust, joy, neutral",6
enterich,"disgust, neutral",2
schlüpfen,"admiration, approval, neutral",3
ei,"admiration, annoyance, curiosity, disgust, neutral",5
weißes,"admiration, grief, neutral",3
geraten,"annoyance, desire, fear, neutral",4
streit,"anger, annoyance, neutral, realization",4
still,"embarrassment, neutral",2
herzen,"admiration, amusement, annoyance, approval, caring, fear, grief, joy, love, neutral, realization, sadness",12
aufgenommen,"love, neutral",2
oft,"desire, disgust, joy, neutral, sadness, surprise",6
arielle,"amusement, anger, caring, desire, disappointment, love, neutral, realization",8
vaters,"admiration, caring, fear, neutral, sadness",5
unbemerkt,"neutral, realization",2
treiben,"annoyance, neutral",2
perfekte,"admiration, neutral",2
chance,"caring, neutral",2
triton,"anger, disappointment, neutral",3
abends,"admiration, amusement, fear, neutral, realization",5
ehren,"neutral, optimism",2
erik,"admiration, disappointment, joy, neutral, realization, sadness",6
arielles,"admiration, neutral",2
ertrinken,"caring, curiosity, neutral",3
gerettet,"anger, caring, gratitude, love, neutral, sadness, surprise",7
außer,"admiration, annoyance, confusion, disappointment, fear, gratitude, grief, neutral, realization, sadness",10
wut,"neutral, realization",2
dreizack,"desire, neutral",2
geheimes,"anger, neutral",2
versteck,"anger, neutral",2
menschenwelt,"anger, love, neutral",3
tagen,"amusement, neutral, sadness",3
geküsst,"love, neutral",2
seele,"admiration, amusement, approval, caring, confusion, curiosity, desire, disappointment, joy, love, neutral, optimism",12
gehört,"admiration, approval, caring, disappointment, joy, neutral, realization",7
bezahlung,"caring, neutral",2
verwandelte,"admiration, neutral",2
sogleich,"admiration, amusement, anger, approval, disappointment, gratitude, joy, love, neutral",9
geplant,"neutral, realization",2
genau,"admiration, neutral",2
vanessa,"admiration, neutral",2
falsche,"annoyance, neutral",2
max,"neutral, realization",2
begreift,"approval, neutral",2
untergehen,"admiration, neutral",2
versehentlich,"neutral, sadness",2
zorn,"love, neutral, realization",3
hinaus,"admiration, amusement, anger, caring, desire, excitement, fear, gratitude, joy, neutral, realization, sadness",12
bord,"neutral, sadness",2
töten,"love, neutral",2
all,"admiration, anger, curiosity, gratitude, neutral, realization, surprise",7
emil,"caring, fear, neutral",3
waisenhaus,"neutral, realization",2
landfried,"caring, neutral",2
inga,"fear, neutral, sadness",3
eng,"neutral, optimism",2
ingas,"joy, neutral",2
heim,"amusement, caring, joy, neutral, sadness",5
bestraft,"disapproval, neutral, surprise",3
weihnachtstag,"neutral, surprise",2
schwefelhölzer,"admiration, neutral, optimism, surprise",4
meisten,"admiration, neutral",2
belohnung,"caring, neutral, optimism",3
mut,"approval, confusion, disappointment, fear, grief, joy, love, neutral, realization",9
kräftigen,"caring, neutral",2
hölzchen,"admiration, neutral, realization, sadness",4
abkauft,"fear, neutral",2
fremde,"admiration, fear, neutral",3
kalt,"admiration, annoyance, approval, joy, neutral",5
festlich,"neutral, realization",2
wohnzimmer,"neutral, realization",2
fremden,"desire, joy, neutral",3
bündel,"joy, neutral",2
brand,"joy, neutral",2
vorhang,"joy, neutral",2
herzlich,"desire, gratitude, joy, neutral",4
willkommen,"admiration, neutral",2
heißen,"annoyance, neutral",2
leblos,"neutral, realization",2
abgebrannte,"disappointment, neutral",2
engel,"admiration, anger, love, neutral, realization, sadness",6
vereint,"amusement, neutral",2
frieden,"joy, neutral",2
heißt,"curiosity, neutral",2
amulett,"admiration, neutral",2
bild,"admiration, disgust, joy, love, neutral, sadness",6
statt,"joy, neutral",2
weise,"neutral, realization",2
tölpelhans,"amusement, curiosity, excitement, joy, neutral",5
klugen,"admiration, neutral",2
melchior,"neutral, sadness",2
gregor,"neutral, sadness",2
kümmern,"annoyance, disapproval, neutral",3
tausendschön,"disappointment, joy, neutral",3
bereit,"curiosity, neutral",2
glück,"amusement, annoyance, caring, curiosity, desire, disappointment, disgust, gratitude, grief, joy, neutral, optimism, realization, remorse",14
unrecht,"neutral, realization",2
getan,"neutral, realization",2
eigener,"admiration, embarrassment, neutral",3
erobern,"desire, neutral",2
kennt,"neutral, surprise",2
draußen,"admiration, amusement, anger, approval, caring, desire, fear, joy, neutral, realization, sadness, surprise",12
dennoch,"approval, joy, neutral, optimism",4
schließt,"admiration, joy, neutral",3
wohnt,"admiration, curiosity, neutral",3
mühle,"admiration, neutral",2
händen,"admiration, amusement, caring, desire, fear, joy, neutral",7
bewerber,"annoyance, approval, neutral",3
reden,"disappointment, neutral",2
ebenso,"admiration, fear, neutral, realization",4
weniger,"excitement, neutral",2
taugt,"admiration, neutral",2
wolle,"admiration, disgust, fear, love, neutral",5
gefolgt,"neutral, realization",2
hohen,"admiration, approval, desire, neutral",4
mauer,"admiration, amusement, joy, neutral",4
umgeben,"love, neutral",2
dunkel,"annoyance, love, neutral",3
niemand,"admiration, amusement, annoyance, caring, confusion, curiosity, disappointment, disapproval, disgust, joy, neutral, realization, sadness",13
tür,"admiration, desire, embarrassment, nervousness, neutral, pride, sadness",7
stand,"admiration, anger, disappointment, embarrassment, fear, grief, joy, love, nervousness, neutral, realization, sadness",12
katrin,"admiration, neutral, realization",3
leidet,"caring, neutral",2
verstehen,"admiration, annoyance, neutral",3
leer,"admiration, disappointment, neutral",3
wurden,"admiration, amusement, disgust, nervousness, neutral, realization, sadness",7
verurteilt,"grief, neutral",2
tode,"admiration, grief, neutral",3
schaffen,"approval, neutral, optimism",3
köpfe,"annoyance, curiosity, joy, neutral",4
langer,"joy, neutral, surprise",3
gesehen,"admiration, curiosity, disappointment, disapproval, embarrassment, excitement, fear, joy, love, neutral, surprise",11
stiefeln,"anger, nervousness, neutral",3
rock,"admiration, excitement, neutral",3
mund,"admiration, disgust, neutral",3
warum,"curiosity, neutral",2
tragen,"admiration, annoyance, curiosity, gratitude, neutral, realization, sadness",7
kleidung,"approval, joy, neutral",3
zweit,"joy, neutral",2
jan,"admiration, desire, disapproval, fear, gratitude, grief, love, neutral",8
sterben,"annoyance, curiosity, neutral, realization",4
wucherer,"grief, neutral, realization",3
kindheit,"love, neutral, realization",3
half,"admiration, anger, curiosity, neutral, optimism",5
verlangte,"admiration, annoyance, grief, neutral, surprise",5
agnes,"disappointment, neutral",2
sowohl,"admiration, annoyance, disgust, neutral, realization",5
erfüllung,"disappointment, neutral, realization",3
einzige,"admiration, disgust, love, neutral, pride, surprise",6
ruhe,"neutral, realization, sadness",3
dämon,"admiration, love, neutral",3
rubin,"admiration, desire, fear, grief, neutral",5
verhindern,"neutral, realization",2
erreicht,"joy, neutral",2
falsch,"anger, annoyance, neutral",3
ergriffen,"fear, neutral",2
höhle,"approval, gratitude, neutral",3
ewige,"disappointment, neutral",2
gestalten,"admiration, amusement, disgust, fear, neutral",5
jakob,"approval, neutral",2
maja,"approval, neutral",2
greta,"approval, neutral",2
not,"admiration, neutral",2
audienz,"admiration, annoyance, disgust, neutral",4
beste,"admiration, curiosity, desire, neutral",4
weber,"admiration, neutral",2
breit,"admiration, neutral, realization",3
nähen,"admiration, curiosity, neutral",3
hätten,"admiration, disappointment, neutral, realization, surprise",5
unverzeihlich,"admiration, neutral",2
prächtig,"admiration, neutral, pride",3
unschuldigen,"neutral, realization",2
geschenke,"admiration, neutral, optimism",3
kündigt,"fear, neutral",2
abschied,"joy, neutral",2
hängt,"disgust, neutral",2
schlitten,"admiration, disapproval, disgust, grief, neutral",5
zurückgekehrt,"neutral, optimism",2
begegnen,"caring, fear, neutral",3
rabe,"joy, neutral",2
